Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
288,Caleb Martin,SF,24,CHO,5,0,6.4,0.6,2,0.3,0,0.6,0,0.6,1.4,0.429,0.3,0.6,1,0.6,0.2,0.8,1,0.6,0.2,0.4,0.6,0.6,1.8
289,Cody Martin,SF,24,CHO,21,0,13.6,1.1,2.9,0.4,0.2,1.2,0.2,0.9,1.7,0.543,0.442,1,1.4,0.667,0.5,2,2.6,1.2,0.7,0.1,0.6,1.3,3.5
290,Kelan Martin,SF,24,MIN,9,0,13.7,1.7,4.9,0.341,0.6,2.7,0.208,1.1,2.2,0.5,0.398,0,0,,0.2,2.7,2.9,0.3,0.1,0.1,0.4,2.2,3.9
291,Frank Mason,PG,25,MIL,3,0,4.3,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0.3,0.7,0.5,0,0.3,0.3,1.3,0.3,0,0.3,0.7,1.3
292,Garrison Mathews,SG,23,WAS,4,0,7.5,0.5,1.3,0.4,0.5,1.3,0.4,0,0,,0.6,0.3,0.3,1,0,0.5,0.5,0.5,0,0,0.5,1.5,1.8
293,Wesley Matthews,SG,33,MIL,28,28,23.8,2.6,6.1,0.43,1.6,4.2,0.381,1,1.9,0.537,0.561,0.8,1,0.852,0.2,2.1,2.4,1.3,0.6,0.1,0.7,1.4,7.7
294,Patrick McCaw,SF,24,TOR,5,0,20,1.2,3.2,0.375,0.6,2,0.3,0.6,1.2,0.5,0.469,0.2,0.4,0.5,0.6,1.2,1.8,1.6,0.8,0,1.4,1.4,3.2
295,CJ McCollum,SG,28,POR,27,27,36.4,8.7,19.2,0.451,2.6,6.9,0.378,6.1,12.4,0.491,0.518,1.8,2.2,0.814,0.9,3.6,4.4,3.7,0.7,0.9,2.1,2.8,21.7
296,T.J. McConnell,PG,27,IND,26,0,17.7,3.1,6.2,0.503,0,0.2,0.2,3.1,6,0.513,0.506,0.5,0.5,0.923,0.5,2.1,2.6,4.9,0.7,0.2,1.3,1.2,6.7
297,Jalen McDaniels,PF,22,CHO,2,0,3.5,1,2.5,0.4,0,0.5,0,1,2,0.5,0.4,0,0,,0.5,0,0.5,0,0,0,0,0,2
298,Doug McDermott,PF,28,IND,28,0,20.9,3.5,7.5,0.467,1.8,3.8,0.472,1.7,3.7,0.462,0.586,0.6,0.8,0.773,0.5,2.4,2.9,1.1,0.1,0.1,0.8,2,9.4
299,JaVale McGee,C,32,LAL,28,28,16.6,3.3,5.1,0.632,0,0,,3.3,5.1,0.632,0.632,0.8,1.2,0.636,2,4.2,6.2,0.6,0.6,1.3,0.9,2.3,7.3
300,Rodney McGruder,SG,28,LAC,18,2,17.8,1.5,4,0.375,0.7,2.3,0.293,0.8,1.7,0.484,0.458,0.3,0.6,0.5,0.7,2.3,3,0.8,0.5,0.2,0.4,1.8,3.9
301,Alfonzo McKinnie,SF,27,CLE,18,0,10.1,0.9,2.9,0.327,0.4,1.4,0.32,0.5,1.5,0.333,0.404,0.4,0.6,0.636,0.6,1.4,2.1,0.2,0.3,0.2,0.4,1.2,2.7
302,Jordan McLaughlin,PG,23,MIN,4,0,14.3,1,3.8,0.267,0.3,2,0.125,0.8,1.8,0.429,0.3,0.5,0.5,1,0.3,1.5,1.8,2,0.3,0,1,1,2.8
303,Ben McLemore,SG,26,HOU,27,8,23.6,3.5,8.2,0.423,2.6,7,0.367,0.9,1.3,0.735,0.579,1.1,1.4,0.769,0.3,2,2.3,1,0.7,0.3,0.8,2,10.6
304,Jordan McRae,SG,28,WAS,13,0,18.1,3.3,7,0.473,1,2.5,0.394,2.3,4.5,0.517,0.544,1.3,1.5,0.895,0.2,2.2,2.4,2.8,0.6,0.3,1.1,2,8.9
305,Nicol• Melli,C,29,NOP,24,3,15,1.7,4.3,0.394,0.9,3,0.306,0.8,1.3,0.594,0.5,0.9,1.1,0.808,0.6,1.9,2.5,1.1,0.6,0.2,0.8,1.8,5.2
306,De'Anthony Melton,PG,21,MEM,16,0,16.3,2.1,5.2,0.41,0.4,1.4,0.318,1.7,3.8,0.443,0.452,1.8,2.1,0.848,0.9,2.7,3.6,3.1,1.2,0.3,1.6,2,6.4
307,Chimezie Metu,PF,22,SAS,6,0,3.5,1.2,2,0.583,0,0,,1.2,2,0.583,0.583,0.3,0.7,0.5,1.2,0.7,1.8,0.3,0,0.3,0,0,2.7
308,Khris Middleton,SF,28,MIL,21,18,27.7,6.8,13.8,0.493,2.1,5.2,0.404,4.7,8.6,0.547,0.569,2.4,2.7,0.895,0.8,4.7,5.4,3.5,0.9,0.1,1.9,2.3,18.1
309,C.J. Miles,SG,32,WAS,10,0,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.8,2.4,0.333,0.415,1.5,2,0.75,0.4,0.8,1.2,1.2,1,0.4,0.4,1.4,6.4
310,Malcolm Miller,SF,26,TOR,12,1,5,0.5,1,0.5,0.4,0.8,0.5,0.1,0.2,0.5,0.708,0.1,0.5,0.167,0,0.6,0.6,0.3,0,0.2,0.2,0.5,1.5
311,Patty Mills,PG,31,SAS,26,1,23.7,4,8.8,0.452,2.1,5.1,0.414,1.9,3.7,0.505,0.572,1.3,1.6,0.805,0.2,1.3,1.5,2.2,0.9,0.2,1,1.5,11.4
312,Paul Millsap,PF,34,DEN,23,23,25.3,4.3,9.1,0.476,1.1,2.4,0.455,3.3,6.7,0.484,0.536,2.8,3.2,0.878,2,3.9,5.8,1.2,0.9,0.8,1.3,2.7,12.6
313,Shake Milton,SG,23,PHI,9,0,9.1,1.3,3.9,0.343,0.4,2.1,0.211,0.9,1.8,0.5,0.4,0.8,1,0.778,0.1,0.8,0.9,0.8,0.1,0,1.3,1.4,3.9
314,Donovan Mitchell,SG,23,UTA,27,27,34.7,9.4,20.7,0.453,2.3,6.3,0.359,7.1,14.4,0.495,0.508,4.2,5,0.837,0.9,3.8,4.7,3.7,1.1,0.3,2.3,2.3,25.2
315,Naz Mitrou-Long,SG,26,IND,3,0,14.3,2,5.3,0.375,0.7,3.7,0.182,1.3,1.7,0.8,0.438,0,0,,0,2,2,2.3,0.3,0.3,0.7,0.3,4.7
316,Malik Monk,SG,21,CHO,29,0,20.4,3.7,8.1,0.449,1,3.8,0.266,2.7,4.4,0.606,0.511,1.3,1.5,0.841,0.3,2.5,2.9,2.2,0.4,0.2,1.4,1.6,9.6
317,E'Twaun Moore,SG,30,NOP,16,3,20.4,3.7,8.8,0.421,1.3,3.4,0.382,2.4,5.3,0.447,0.496,0.9,1.4,0.636,0.8,2.4,3.2,1.4,0.5,0.1,0.7,1.7,9.6
318,Ja Morant,PG,20,MEM,21,21,29.1,6.9,14.6,0.471,1,2.4,0.431,5.8,12.1,0.478,0.507,4,5,0.8,0.8,2.3,3.1,6.5,1.3,0.3,3.3,1.7,18.8
319,Juwan Morgan,PF,22,UTA,3,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.7,0.7,0,0,0,0.3,0.3,0
320,Marcus Morris,SF,30,NYK,26,26,32.1,6.1,14.2,0.431,2.8,5.9,0.477,3.3,8.3,0.398,0.53,3.8,4.4,0.861,1.1,4.6,5.7,1.4,0.9,0.5,1.8,3.1,18.8
321,Markieff Morris,PF,30,DET,26,13,22.5,4.1,8.5,0.482,1.6,3.9,0.416,2.5,4.6,0.538,0.577,1.2,1.7,0.744,0.6,3.5,4,1.6,0.7,0.2,1.8,2.3,11
322,Monte Morris,PG,24,DEN,25,0,18,2.8,6.5,0.429,0.5,1.4,0.371,2.3,5.1,0.445,0.469,1,1.3,0.758,0.2,1.4,1.6,3.4,0.5,0.3,0.8,0.8,7.1
323,Johnathan Motley,PF,24,LAC,4,0,2.8,0.3,0.8,0.333,0.3,0.3,1,0,0.5,0,0.5,0,0,,0.3,0.3,0.5,0.8,0.8,0,0.8,0.8,0.8
324,Emmanuel Mudiay,PG,23,UTA,24,0,15.9,2.6,5.7,0.46,0.5,1.4,0.324,2.2,4.3,0.505,0.5,1.2,1.6,0.744,0.3,2.3,2.5,2.4,0.3,0.3,1.7,1.7,6.9
325,Dejounte Murray,PG,23,SAS,23,15,23,4.1,8.7,0.468,0.2,1.2,0.179,3.9,7.5,0.514,0.48,1.8,2.3,0.774,1.2,4.9,6,4,1.7,0.3,2.3,2.3,10.2
326,Jamal Murray,PG,22,DEN,25,25,31.5,6.4,14.9,0.429,1.6,5,0.331,4.8,10,0.478,0.484,2.4,2.8,0.884,0.8,3.6,4.4,4.6,1.4,0.3,2.2,1.7,16.9
327,D?anan Musa,SF,20,BRK,21,0,14.3,1.4,4.6,0.309,0.4,2.3,0.184,1,2.3,0.438,0.356,1.1,1.5,0.742,0.5,2,2.4,1.1,0.4,0,1.1,0.8,4.4
328,Mike Muscala,C,28,OKC,16,0,11.1,1.2,3.8,0.311,0.8,2.9,0.261,0.4,0.9,0.467,0.41,0.4,0.5,0.875,0.4,1.9,2.3,0.9,0.3,0.2,0.4,1.3,3.6
329,Sviatoslav Mykhailiuk,SF,22,DET,22,1,16.1,1.8,4.3,0.411,1.4,3.3,0.431,0.4,1,0.348,0.574,0.3,0.4,0.75,0.2,1,1.1,1.2,0.4,0.1,0.8,1.1,5.2
330,Abdel Nader,SF,26,OKC,19,5,17.7,2.6,5.2,0.495,1.2,2.6,0.44,1.4,2.6,0.551,0.606,1.2,1.4,0.852,0.3,1.6,1.9,0.6,0.4,0.4,1,1.5,7.5
331,Larry Nance,C,27,CLE,25,4,25.2,3.4,6.9,0.5,1.1,3.1,0.359,2.3,3.8,0.617,0.581,1,1.4,0.714,1.8,5.5,7.4,1.6,0.8,0.5,1,1.6,9
332,Shabazz Napier,PG,28,MIN,13,0,17.4,2.1,5.8,0.36,0.8,3.7,0.229,1.2,2.1,0.593,0.433,1.6,1.8,0.875,0.1,1.8,1.8,3.1,1.1,0.2,1.7,1.2,6.6
333,Raul Neto,PG,27,PHI,25,2,12.5,1.7,3.5,0.494,0.6,1.3,0.485,1.1,2.2,0.5,0.586,0.2,0.2,0.667,0.1,1,1.2,1.6,0.5,0.1,1,0.7,4.2
334,Georges Niang,PF,26,UTA,21,0,11.6,1.5,3.3,0.464,0.9,2.1,0.4,0.7,1.1,0.583,0.594,0.3,0.5,0.7,0.1,1.6,1.7,0.5,0.1,0.1,0.5,1.3,4.2
335,Nerlens Noel,C,25,OKC,25,3,18.6,3,4.6,0.649,0,0,,3,4.6,0.649,0.649,1.7,2.1,0.808,1.3,3.6,4.9,1.4,1,1.5,1,2.8,7.6
336,Zach Norvell,SG,22,LAL,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0
337,Jaylen Nowell,SG,20,MIN,2,0,7.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0.5,0.5,1,0,0.5,0.5,1.5,0,0,0.5,0.5,1.5
338,Frank Ntilikina,PG,21,NYK,26,22,24.3,2.3,5.9,0.383,0.8,2.5,0.338,1.4,3.4,0.416,0.455,0.6,0.8,0.8,0.3,1.7,2.1,3.1,1.3,0.4,1.2,2.5,6
339,Kendrick Nunn,SG,24,MIA,27,27,30.9,6.4,14.3,0.451,2.1,6,0.354,4.3,8.3,0.52,0.525,1.1,1.4,0.816,0.3,2.4,2.7,3.6,1,0.3,2.1,2.6,16.1
340,David Nwaba,SF,27,BRK,19,0,13.3,1.9,3.6,0.536,0.6,1.4,0.462,1.3,2.3,0.581,0.623,0.7,1.2,0.609,0.4,1.8,2.3,0.3,0.5,0.6,0.4,1.5,5.3
341,Royce O'Neale,PF,26,UTA,27,24,28.9,2.3,4.9,0.466,1.3,3,0.45,0.9,1.9,0.49,0.603,0.4,0.6,0.8,0.2,4.5,4.7,2.6,0.8,0.3,0.9,3,6.3
342,Kyle O'Quinn,C,29,PHI,17,0,9.9,1.4,2.8,0.5,0.4,0.9,0.375,1.1,1.9,0.563,0.563,0.2,0.5,0.375,1.1,2.5,3.6,1.4,0.1,0.8,0.9,1.4,3.4
343,Semi Ojeleye,PF,25,BOS,24,1,15.5,0.9,2.3,0.4,0.5,1.5,0.343,0.4,0.8,0.5,0.509,0.3,0.4,0.7,0.3,1.7,2,0.5,0.4,0.1,0.2,1.3,2.6
344,Jahlil Okafor,C,24,NOP,17,8,18.2,3.5,5.8,0.612,0.1,0.1,0.5,3.5,5.6,0.615,0.617,1.6,2.5,0.667,1.7,2.9,4.6,1.7,0.3,0.9,1.5,2.9,8.8
345,Elie Okobo,PG,22,PHO,19,0,10.8,1.5,3.7,0.394,0.5,1.5,0.345,0.9,2.2,0.429,0.465,1.1,1.7,0.625,0.2,0.9,1.1,2.4,0.3,0,0.4,0.7,4.5
346,Josh Okogie,SG,21,MIN,23,8,25.5,2.8,6.5,0.43,0.8,2.6,0.317,2,3.9,0.506,0.493,2.7,3.3,0.792,1.4,3.6,5,1.6,1,0.3,1.5,2.3,9
347,KZ Okpala,SF,20,MIA,3,0,1,0,0,,0,0,,0,0,,,0,0,,0,0.3,0.3,0,0,0,0.3,0,0
348,Kelly Olynyk,C,28,MIA,27,0,23,2.9,6.4,0.457,1.6,3.7,0.416,1.4,2.7,0.514,0.578,1.5,1.7,0.891,0.9,4,5,1.4,0.9,0.4,1.3,2.7,8.9
349,Miye Oni,SG,22,UTA,3,0,2.7,0,0,,0,0,,0,0,,,0,0,,0,0.3,0.3,0,0,0,0.3,0,0
350,Cedi Osman,SF,24,CLE,27,27,28.8,3.4,8.3,0.411,1.6,4.4,0.367,1.8,3.9,0.462,0.509,0.8,1.3,0.647,0.4,2.9,3.3,2.1,1,0.3,1.3,2.2,9.3
351,Kelly Oubre,SF,24,PHO,27,27,32.8,6.3,14,0.446,1.6,4.8,0.338,4.6,9.2,0.502,0.504,3.5,4.4,0.792,1.3,4.7,6,1.4,1.4,0.9,1.7,3.3,17.7
352,Jabari Parker,PF,24,ATL,28,23,27.4,6.5,12.8,0.504,1,3.7,0.279,5.4,9.1,0.596,0.545,1.8,2.5,0.725,1.7,4.6,6.3,1.8,1.4,0.5,1.9,3.1,15.8
353,Chandler Parsons,SF,31,ATL,4,0,10.8,1.3,3.5,0.357,1,3,0.333,0.3,0.5,0.5,0.5,0,0,,0.3,1.3,1.5,0.5,1,0,0.5,0.8,3.5
354,Eric Paschall,PF,23,GSW,25,19,30.9,6,12.1,0.493,0.7,2.4,0.288,5.3,9.7,0.543,0.522,3.5,4.4,0.807,1.4,3.6,5,1.7,0.4,0.4,1.6,2,16.1
355,Patrick Patterson,PF,30,LAC,26,12,14.8,1.7,4.3,0.396,1.3,3.3,0.407,0.3,1,0.36,0.554,0.7,0.9,0.708,0.7,2.5,3.2,0.8,0.2,0.1,0.3,0.7,5.4
356,Justin Patton,C,22,OKC,2,0,4.5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,0,,0,1,1,0,0,0,0.5,2,1
357,Chris Paul,PG,34,OKC,26,26,31.4,5.3,11.4,0.466,1.7,4.3,0.381,3.7,7,0.519,0.539,3.9,4.4,0.895,0.3,4.2,4.5,6.3,1.7,0.2,1.8,2.4,16.2
358,Elfrid Payton,PG,25,NYK,11,3,22.3,3.5,8.4,0.413,0.6,1.7,0.368,2.8,6.6,0.425,0.451,0.8,1.1,0.75,1.1,2,3.1,5.2,1.5,0.2,1.5,1.7,8.4
359,Norvel Pelle,SF,26,PHI,4,0,14.3,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,1,1.5,0.667,1,3.8,4.8,1,0,2.3,1.5,3,4
360,Theo Pinson,SG,24,BRK,18,0,14.6,1.8,6.2,0.286,0.6,3.1,0.2,1.2,3.2,0.368,0.335,0.7,0.8,0.929,0.4,1.8,2.2,2,0.5,0.1,1.5,1.3,4.9
361,Mason Plumlee,C,29,DEN,25,0,17.2,2.8,4.8,0.58,0,0.2,0,2.8,4.6,0.6,0.58,1.2,2.3,0.509,1.8,3.9,5.7,2.4,0.7,0.8,1.5,2.4,6.7
362,Vincent Poirier,C,26,BOS,9,0,4.9,0.8,1.6,0.5,0,0,,0.8,1.6,0.5,0.5,0.1,0.2,0.5,0.9,0.8,1.7,0.3,0.2,0.2,0.3,1.1,1.7
363,Jakob P”ltl,C,24,SAS,26,7,18.6,2.5,4.2,0.587,0,0,,2.5,4.2,0.587,0.587,0.8,1.5,0.579,2.2,3.7,6,1.6,0.6,1.3,0.8,1.7,5.8
364,Shamorie Ponds,PG,21,TOR,3,0,3,0.7,1.3,0.5,0,0.3,0,0.7,1,0.667,0.5,0,0,,0,0.3,0.3,0.7,0,0.3,0,0.7,1.3
365,Jordan Poole,SG,20,GSW,26,9,23.2,2.3,9.2,0.255,1.2,4.9,0.244,1.2,4.3,0.268,0.32,1.7,2.1,0.833,0.2,1.9,2.1,2,0.7,0.2,1.2,1.8,7.6
366,Kevin Porter,SF,19,CLE,26,1,21.3,3,6.9,0.428,0.8,2.7,0.319,2.1,4.3,0.495,0.489,1.2,1.5,0.75,0.3,2.6,2.9,2,0.9,0.2,1.5,2.5,7.9
367,Michael Porter,PF,21,DEN,16,0,8.9,1.8,4.1,0.439,0.4,1.3,0.333,1.4,2.8,0.489,0.492,0.5,0.7,0.727,1,1.8,2.8,0.4,0,0.3,0.8,1.1,4.6
368,Otto Porter,SF,26,CHI,9,9,25.1,3.9,9.3,0.417,1.8,4.4,0.4,2.1,4.9,0.432,0.512,1.7,2.2,0.75,0.9,2.6,3.4,1.6,1,0.3,0.8,2.2,11.2
369,Bobby Portis,C,24,NYK,28,2,21.4,3.6,8.5,0.422,1,2.8,0.359,2.6,5.7,0.453,0.481,0.9,1.3,0.722,1.5,4.3,5.7,1.2,0.6,0.3,1,1.6,9.1
370,Kristaps Porzi??is,PF,24,DAL,25,25,30.7,6.1,15.3,0.401,2,6.1,0.336,4.1,9.2,0.443,0.467,2.9,4,0.727,1.7,7.3,9,1.5,0.5,2,1.5,3,17.2
371,Dwight Powell,C,28,DAL,23,20,25.3,3.2,5,0.649,0.3,0.9,0.35,2.9,4.1,0.713,0.68,1.3,2.2,0.58,1.6,3.4,5,1.3,0.8,0.4,0.8,2.6,8
372,Norman Powell,SG,26,TOR,26,15,28.7,5.3,10.7,0.498,1.9,4.9,0.394,3.4,5.8,0.587,0.588,2,2.5,0.815,0.5,3.4,3.9,1.7,1.2,0.4,1.6,2,14.6
373,Julius Randle,PF,25,NYK,28,28,31.8,6.4,14.3,0.446,1,3.7,0.262,5.4,10.6,0.51,0.48,3.7,5.5,0.671,2.4,6.5,8.8,3.4,0.7,0.1,3,2.7,17.4
374,Cam Reddish,SF,20,ATL,25,17,25.4,2.9,9,0.326,1.1,4,0.267,1.8,4.9,0.374,0.386,1.6,2.1,0.736,0.7,3.2,4,1.5,0.8,0.4,1.8,2,8.5
375,J.J. Redick,SG,35,NOP,26,22,29,5,11.3,0.446,3.3,7.2,0.457,1.7,4.1,0.425,0.592,2.7,3.1,0.875,0.2,2.8,3,2.1,0.4,0.2,1.2,1.7,16.1
376,Naz Reid,C,20,MIN,2,0,2,0.5,1,0.5,0.5,1,0.5,0,0,,0.75,0,0,,0,0.5,0.5,0,0,0,0,0.5,1.5
377,Josh Richardson,SG,26,PHI,20,20,30.4,5.4,12.4,0.435,1.8,4.7,0.372,3.7,7.7,0.474,0.506,2.2,2.8,0.768,0.8,2.6,3.4,3,1.1,0.6,2.1,2.8,14.7
378,Austin Rivers,SG,27,HOU,25,1,24.1,3,7.4,0.402,1.3,4.1,0.314,1.7,3.3,0.512,0.489,0.8,1.2,0.7,0.7,2,2.7,1.7,0.5,0.2,0.6,2,8
379,Duncan Robinson,SF,25,MIA,27,22,27.3,4,8.3,0.476,3.1,7,0.447,0.8,1.3,0.629,0.664,0.6,0.6,0.938,0.1,3,3.1,0.8,0.7,0.3,0.6,2.7,11.6
